POINT_1_STREET;POINT_2_STREET;POINT_1_NAME;POINT_2_NAME;DURATION_IN_SEC;POINT_1_CITY;POINT_2_CITY;POINT_1_LAT;POINT_1_LNG;POINT_2_LAT;NDT_IN_KMH;POINT_2_POSTAL_CODE;POINT_2_COUNTRY;POINT_1_STREET_NUMBER;ORGANISATION;POINT_1_POSTAL_CODE;POINT_2_STREET_NUMBER;;extID;ROAD_TYPE;REPORT_ID;POINT_1_COUNTRY;DISTANCE_IN_METERS;REPORT_NAME;RBA_ID;_id
Skanderborgvej;Søndre Ringgade;3150;3979;62;Aarhus;Aarhus;56.14251885;10.18688026;56.14175228;30;8000;Denmark;7;COWI;8000;15;;573;MAJOR_ROAD;206078;Denmark;521;AAR_BT_0493 3150 3979;229611;1980
Vestre Ringgade;Viborgvej;3193;3157;65;Aarhus;Aarhus;56.16396941;10.1858444;56.16244695;38;8210;Denmark;53;COWI;8210;47;;339;MAJOR_ROAD;187907;Denmark;691;AAR_BT_0246 3193 3157;189732;1746
Randersvej;Randersvej;4362;4361;82;Aarhus;Aarhus;56.19920219;10.18223822;56.18950967;53;8200;Denmark;0;COWI;8200;0;;397;MAJOR_ROAD;192574;Denmark;1210;AAR_BT_0313 4362 4361;229078;1804
Åby Ringvej;Jernaldervej;2655;4338;59;Aarhus;Aarhus;56.16786719;10.15157946;56.1708868;33;8210;Denmark;0;COWI;8210;7A;;454;MAJOR_ROAD;195525;Denmark;546;AAR_BT_0374 2655 4338;229192;1861
Silkeborgvej;Hestagervej;4343;4344;84;Aarhus;Aarhus;56.15292303;10.08787512;56.1546921;46;8220;Denmark;702;COWI;8220;7;;476;MAJOR_ROAD;197434;Denmark;1082;AAR_BT_0396 4343 4344;229236;1883
Møllebakken;Møllebakken;4561;4562;43;Hasselager;Hasselager;56.10806431;10.1147005;56.11059012;47;8361;Denmark;60;COWI;8361;15;;481;MAJOR_ROAD;197572;Denmark;560;AAR_BT_0401 4561 4562;229427;1888
Skanderborgvej;Møllebakken;4559;4562;107;Aarhus;Hasselager;56.11919616;10.14285936;56.11067163;53;8361;Denmark;0;COWI;8260;15;;484;MAJOR_ROAD;197652;Denmark;1589;AAR_BT_0404 4559 4562;229433;1891
Skanderborgvej;Skanderborgvej;4559;3986;88;Aarhus;Aarhus;56.11906159;10.14303639;56.12574362;48;8260;Denmark;230;COWI;8260;223;;485;MAJOR_ROAD;197679;Denmark;1183;AAR_BT_0405 4559 3986;229435;1892
Ringvej Syd;Ringvej Syd;4557;4334;97;Højbjerg;Aarhus;56.1098643;10.1627288;56.11819883;49;8260;Denmark;0;COWI;8270;100;;490;MAJOR_ROAD;197814;Denmark;1310;AAR_BT_0410 4557 4334;229445;1897
Vestre Ringgade;Vestre Ringgade;3195;3194;38;Aarhus;Aarhus;56.15499691;10.18284161;56.15898449;42;8000;Denmark;70;COWI;8000;70;;242;MAJOR_ROAD;181060;Denmark;445;AAR_BT_0149 3195 3194;182232;1649
Vestre Ringgade;Silkeborgvej;3194;3198;62;Aarhus;Aarhus;56.158983;10.18265986;56.15591411;41;8000;Denmark;45;COWI;8000;188;;347;MAJOR_ROAD;188119;Denmark;703;AAR_BT_0254 3194 3198;189748;1754
Vejlby Centervej;Grenåvej;4564;4581;62;Risskov;Risskov;56.19677547;10.21621154;56.19371107;30;8240;Denmark;7;COWI;8240;7;;415;MAJOR_ROAD;193053;Denmark;519;AAR_BT_0335 4564 4581;229114;1822
Marselis Boulevard;Strandvejen;4367;4375;91;Aarhus;Aarhus;56.14171142;10.20441591;56.13673886;36;8000;Denmark;0;COWI;8000;21;;560;MAJOR_ROAD;204060;Denmark;919;AAR_BT_0480 4367 4375;229585;1967
Strandvejen;Marselis Boulevard;4375;3989;115;Aarhus;Aarhus;56.13673886;10.20776318;56.14079407;30;8000;Denmark;21;COWI;8000;50;;561;MAJOR_ROAD;204087;Denmark;962;AAR_BT_0481 4375 3989;229587;1968
Oddervej;Ringvej Syd;4378;4371;80;Højbjerg;Højbjerg;56.09926842;10.20902039;56.10480213;45;8270;Denmark;206;COWI;8270;206;;566;MAJOR_ROAD;204219;Denmark;996;AAR_BT_0486 4378 4371;229597;1973
Hasle Ringvej;Halmstadgade;2658;3163;81;Aarhus;Aarhus;56.17862327;10.18461072;56.18210218;27;8200;Denmark;0;COWI;8200;3;;567;MAJOR_ROAD;204247;Denmark;613;AAR_BT_0487 2658 3163;229599;1974
Halmstadgade;Hasle Ringvej;3163;2658;58;Aarhus;Aarhus;56.18210218;10.18935531;56.1787106;37;8200;Denmark;3;COWI;8200;3;;568;MAJOR_ROAD;204273;Denmark;590;AAR_BT_0488 3163 2658;229601;1975
Vestre Ringgade;Vestre Ringgade;3193;3194;45;Aarhus;Aarhus;56.16396941;10.1858444;56.158983;48;8000;Denmark;53;COWI;8210;45;;239;MAJOR_ROAD;180980;Denmark;602;AAR_BT_0146 3193 3194;182226;1646
Søren Frichs Vej;Viby Ringvej;3984;2653;65;Aarhus;Aarhus;56.14774074;10.15806073;56.14824209;36;8230;Denmark;80;COWI;8230;80;;314;MAJOR_ROAD;187244;Denmark;641;AAR_BT_0221 3984 2653;189682;1721
Grenåvej;Grenåvej;4578;4565;38;Ega;Risskov;56.20496203;10.25947036;56.2026462;57;8240;Denmark;425;COWI;8250;337;;377;MAJOR_ROAD;190583;Denmark;602;AAR_BT_0285 4578 4565;192380;1784
Viborgvej;Viborgvej;4333;4347;90;Tilst;Tilst;56.18959388;10.07666461;56.18546282;53;8381;Denmark;0;COWI;8381;0;;423;MAJOR_ROAD;193268;Denmark;1320;AAR_BT_0343 4333 4347;229130;1830
Viborgvej;Holmstrupgårdvej;4342;4336;132;Aarhus;Aarhus;56.1794155;10.1301538;56.17840254;23;8210;Denmark;295;COWI;8210;150;;466;MAJOR_ROAD;195843;Denmark;835;AAR_BT_0386 4342 4336;229216;1873
Ringvej Syd;Ringvej Syd;4334;4557;102;Aarhus;Højbjerg;56.118145;10.14813107;56.1098643;47;8270;Denmark;0;COWI;8260;0;;489;MAJOR_ROAD;197788;Denmark;1318;AAR_BT_0409 4334 4557;229443;1896
Ringvej Syd;Ringvej Syd;4570;4371;65;Højbjerg;Højbjerg;56.10895136;10.18239556;56.10480213;62;8270;Denmark;0;COWI;8270;0;;493;MAJOR_ROAD;197896;Denmark;1124;AAR_BT_0413 4570 4371;229451;1900
Ringvej Syd;Ringvej Syd;4371;4570;64;Højbjerg;Højbjerg;56.10480213;10.19880408;56.10895136;63;8270;Denmark;0;COWI;8270;0;;494;MAJOR_ROAD;197922;Denmark;1124;AAR_BT_0414 4371 4570;229453;1901
Landevejen;Landevejen;4558;4555;119;Tranbjerg;Tranbjerg;56.10097261;10.14058;56.08568326;62;8310;Denmark;0;COWI;8310;0;;496;MAJOR_ROAD;197977;Denmark;2052;AAR_BT_0416 4558 4555;229457;1903
Viby Ringvej;Silkeborgvej;2653;3199;126;Aarhus;Aarhus;56.14824209;10.14987431;56.15461014;44;8230;Denmark;0;COWI;8230;303;;311;MAJOR_ROAD;187165;Denmark;1547;AAR_BT_0218 2653 3199;189676;1718
Viby Ringvej;Skanderborgvej;2651;3986;90;Aarhus;Aarhus;56.13199024;10.157455;56.12582958;36;8260;Denmark;0;COWI;8260;222;;321;MAJOR_ROAD;187430;Denmark;902;AAR_BT_0228 2651 3986;189696;1728
Nordre Ringgade;Nørrebrogade;3191;3152;69;Aarhus;Aarhus;56.17112255;10.20144743;56.1681376;32;8000;Denmark;0;COWI;8000;45;;333;MAJOR_ROAD;187748;Denmark;604;AAR_BT_0240 3191 3152;189720;1740
Skanderborgvej;Marselis Boulevard;4373;3988;95;Aarhus;Aarhus;56.13832298;10.17933634;56.13962771;19;8000;Denmark;107;COWI;8260;174;;368;MAJOR_ROAD;190338;Denmark;494;AAR_BT_0275 4373 3988;192362;1775
Grenåvej;Grenåvej;4567;4572;60;Risskov;Risskov;56.2005601;10.24187643;56.19774431;53;8240;Denmark;0;COWI;8240;0;;381;MAJOR_ROAD;190691;Denmark;881;AAR_BT_0289 4567 4572;192388;1788
Strandvejen;Marselis Boulevard;4375;4367;129;Aarhus;Aarhus;56.13673886;10.20776318;56.1418235;32;8000;Denmark;21;COWI;8000;21;;559;MAJOR_ROAD;204034;Denmark;1154;AAR_BT_0479 4375 4367;229583;1966
Hasle Ringvej;Halmstadgade;2659;3163;57;Aarhus;Aarhus;56.18146;10.19279201;56.18210218;34;8200;Denmark;0;COWI;8200;3;;569;MAJOR_ROAD;204300;Denmark;545;AAR_BT_0489 2659 3163;229603;1976
Halmstadgade;Hasle Ringvej;3163;2659;61;Aarhus;Aarhus;56.18210218;10.18935531;56.18135326;34;8200;Denmark;3;COWI;8200;138;;570;MAJOR_ROAD;205997;Denmark;568;AAR_BT_0490 3163 2659;229605;1977
Silkeborgvej;Silkeborgvej;3976;3202;57;Aarhus;Aarhus;56.1532811;10.11095355;56.15256095;49;8220;Denmark;0;COWI;8220;607;;261;MAJOR_ROAD;182875;Denmark;769;AAR_BT_0168 3976 3202;183591;1668
Grenåvej;Grenåvej;4357;4353;131;Ega;Ega;56.23001329;10.29374048;56.2116393;63;8250;Denmark;503;COWI;8250;481;;371;MAJOR_ROAD;190421;Denmark;2279;AAR_BT_0279 4357 4353;192368;1778
Mejlbyvej;Mejlbyvej;4352;4355;176;Ega;Hjortshøj;56.22020076;10.26776222;56.24205366;51;8530;Denmark;58;COWI;8250;285;;386;MAJOR_ROAD;190825;Denmark;2502;AAR_BT_0294 4352 4355;192398;1793
Grenåvej;Viengevej;4578;4354;83;Ega;Risskov;56.20496203;10.25947036;56.20913963;48;8240;Denmark;425;COWI;8250;425;;408;MAJOR_ROAD;192866;Denmark;1103;AAR_BT_0326 4578 4354;229100;1815
Edwin Rahrs Vej;Edwin Rahrs Vej;4331;4330;94;Aarhus;Aarhus;56.16270728;10.13911681;56.16254305;32;8220;Denmark;6B;COWI;8220;42;;442;MAJOR_ROAD;195204;Denmark;825;AAR_BT_0362 4331 4330;229168;1849
Anelystvej;Viborgvej;4329;4347;117;Tilst;Tilst;56.18271716;10.10172029;56.18546282;20;8381;Denmark;0;COWI;8381;0;;459;MAJOR_ROAD;195658;Denmark;646;AAR_BT_0379 4329 4347;229202;1866
Anelystvej;Viborgvej;4329;4335;65;Tilst;Tilst;56.18271716;10.10172029;56.18263729;47;8381;Denmark;0;COWI;8381;389;;461;MAJOR_ROAD;195711;Denmark;849;AAR_BT_0381 4329 4335;229206;1868
Ringvej Syd;Skanderborgvej;4334;3986;94;Aarhus;Aarhus;56.11819883;10.14835369;56.12574362;46;8260;Denmark;100;COWI;8260;223;;537;MAJOR_ROAD;201908;Denmark;1190;AAR_BT_0457 4334 3986;229539;1944
Jyllands Alle;Rosenvangs Alle;4553;4556;140;Aarhus;Aarhus;56.12437833;10.18005602;56.13417989;34;8260;Denmark;158;COWI;8260;30;;552;MAJOR_ROAD;203848;Denmark;1330;AAR_BT_0472 4553 4556;229569;1959
Silkeborgvej;Viby Ringvej;3199;2653;127;Aarhus;Aarhus;56.15461014;10.15744022;56.14815842;45;8230;Denmark;303;COWI;8230;303;;312;MAJOR_ROAD;187191;Denmark;1596;AAR_BT_0219 3199 2653;189678;1719
Viengevej;Sindalsvej;4354;4358;183;Risskov;Risskov;56.20913963;10.24664253;56.21023739;44;8240;Denmark;0;COWI;8240;40;;396;MAJOR_ROAD;192546;Denmark;2251;AAR_BT_0304 4354 4358;229076;1803
Mejlbyvej;Grenåvej;4356;4569;54;Ega;Ega;56.21079898;10.26951908;56.20709857;38;8250;Denmark;2B;COWI;8250;2B;;405;MAJOR_ROAD;192787;Denmark;566;AAR_BT_0323 4356 4569;229094;1812
Lystrupvej;Grenåvej;4340;4567;94;Risskov;Risskov;56.205074;10.23621753;56.20043625;36;8240;Denmark;42;COWI;8240;42;;409;MAJOR_ROAD;192893;Denmark;948;AAR_BT_0329 4340 4567;229102;1816
Anelystvej;Anelystvej;4345;4329;148;Tilst;Tilst;56.16718933;10.0936125;56.18271716;45;8381;Denmark;35;COWI;8381;35;;434;MAJOR_ROAD;194986;Denmark;1855;AAR_BT_0354 4345 4329;229152;1841
Holmstrupgårdvej;Holmstrupgårdvej;4336;4337;93;Aarhus;Aarhus;56.17840254;10.12084169;56.16945461;39;8220;Denmark;150;COWI;8210;28;;435;MAJOR_ROAD;195015;Denmark;1018;AAR_BT_0355 4336 4337;229154;1842
Silkeborgvej;Silkeborgvej;4343;4332;125;Aarhus;Aarhus;56.15292303;10.08787512;56.15244752;43;8220;Denmark;702;COWI;8220;791;;444;MAJOR_ROAD;195259;Denmark;1494;AAR_BT_0364 4343 4332;229172;1851
Ringvej Syd;Ravnsbjergvej;4334;4552;85;Aarhus;Aarhus;56.11819883;10.14835369;56.12430428;34;8260;Denmark;100;COWI;8260;100;;488;MAJOR_ROAD;197760;Denmark;812;AAR_BT_0408 4334 4552;229441;1895
Christian X's Vej;Christian X's Vej;4566;4563;176;Aarhus;Højbjerg;56.13241046;10.17467748;56.12004118;30;8270;Denmark;35;COWI;8260;169;;502;MAJOR_ROAD;198139;Denmark;1474;AAR_BT_0422 4566 4563;229469;1909
Skanderborgvej;Viby Ringvej;3986;2651;91;Aarhus;Aarhus;56.12574362;10.15788068;56.13203209;37;8260;Denmark;223;COWI;8260;223;;322;MAJOR_ROAD;187456;Denmark;928;AAR_BT_0229 3986 2651;189698;1729
Mejlbyvej;Grenåvej;4356;4353;74;Ega;Ega;56.21079898;10.26951908;56.21155278;45;8250;Denmark;2B;COWI;8250;481;;403;MAJOR_ROAD;192734;Denmark;918;AAR_BT_0321 4356 4353;229090;1810
Grenåvej;Mejlbyvej;4569;4356;63;Ega;Ega;56.20698519;10.26732386;56.21080644;33;8250;Denmark;440;COWI;8250;4;;406;MAJOR_ROAD;192813;Denmark;586;AAR_BT_0324 4569 4356;229096;1813
Hestagervej;Edwin Rahrs Vej;4344;4328;94;Aarhus;Aarhus;56.1546921;10.0728908;56.15962241;31;8220;Denmark;7;COWI;8220;7;;471;MAJOR_ROAD;197302;Denmark;810;AAR_BT_0391 4344 4328;229226;1878
Ringvej Syd;Ringvej Syd;4557;4570;71;Højbjerg;Højbjerg;56.1098643;10.1627288;56.10895136;64;8270;Denmark;0;COWI;8270;0;;491;MAJOR_ROAD;197842;Denmark;1254;AAR_BT_0411 4557 4570;229447;1898
Ringvej Syd;Ringvej Syd;4570;4557;71;Højbjerg;Højbjerg;56.10895136;10.18239556;56.1098643;64;8270;Denmark;0;COWI;8270;0;;492;MAJOR_ROAD;197868;Denmark;1254;AAR_BT_0412 4570 4557;229449;1899
Rosenvangs Alle;Skanderborgvej;4556;4373;56;Aarhus;Aarhus;56.13417989;10.17948788;56.13832298;37;8260;Denmark;30;COWI;8260;107;;549;MAJOR_ROAD;203769;Denmark;574;AAR_BT_0469 4556 4373;229563;1956
Skanderborgvej;Rosenvangs Alle;4373;4556;74;Aarhus;Aarhus;56.13844852;10.1791506;56.13417989;29;8260;Denmark;106;COWI;8260;30;;550;MAJOR_ROAD;203795;Denmark;596;AAR_BT_0470 4373 4556;229565;1957
Mejlbyvej;Mejlbyvej;4356;4352;81;Ega;Ega;56.21080644;10.26967063;56.22020076;49;8250;Denmark;4;COWI;8250;58;;388;MAJOR_ROAD;190879;Denmark;1109;AAR_BT_0296 4356 4352;192402;1795
Hestagervej;Silkeborgvej;4344;4332;83;Aarhus;Aarhus;56.15457259;10.07239191;56.15244752;41;8220;Denmark;0;COWI;8220;791;;473;MAJOR_ROAD;197355;Denmark;934;AAR_BT_0393 4344 4332;229230;1880
Christian X's Vej;Jyllands Alle;4563;4553;94;Højbjerg;Aarhus;56.12004118;10.16744167;56.12437833;36;8260;Denmark;169;COWI;8270;158;;503;MAJOR_ROAD;198167;Denmark;942;AAR_BT_0423 4563 4553;229471;1910
Rosenvangs Alle;Vestavej;4556;4568;151;Aarhus;Højbjerg;56.13417989;10.17948788;56.12391431;30;8270;Denmark;30;COWI;8260;2;;509;MAJOR_ROAD;198330;Denmark;1247;AAR_BT_0429 4556 4568;229483;1916
Vestavej;Rosenvangs Alle;4568;4556;147;Højbjerg;Aarhus;56.12391431;10.18591478;56.13417989;31;8260;Denmark;2;COWI;8270;30;;510;MAJOR_ROAD;201183;Denmark;1246;AAR_BT_0430 4568 4556;229485;1917
Randersvej;Vejlby Centervej;3155;4564;194;Aarhus;Risskov;56.18465956;10.19604842;56.19677547;39;8240;Denmark;0;COWI;8200;7;;606;MAJOR_ROAD;210146;Denmark;2122;AAR_BT_0528 3155 4564;229677;2013
Ålykkevej;Viengevej;4565;4354;86;Risskov;Risskov;56.20251117;10.25078614;56.20913963;48;8240;Denmark;41;COWI;8240;41;;608;MAJOR_ROAD;210199;Denmark;1140;AAR_BT_0530 4565 4354;229681;1
Grenåvej;Mejlbyvej;4353;4356;67;Ega;Ega;56.2116393;10.27743649;56.21080644;47;8250;Denmark;481;COWI;8250;4;;404;MAJOR_ROAD;192760;Denmark;881;AAR_BT_0322 4353 4356;229092;1811
Møllebakken;Møllebakken;4562;4561;48;Hasselager;Hasselager;56.11067163;10.12228671;56.10806431;42;8361;Denmark;15;COWI;8361;60;;482;MAJOR_ROAD;197598;Denmark;555;AAR_BT_0402 4562 4561;229429;1889
Strandvejen;Strandvejen;3190;4375;78;Aarhus;Aarhus;56.14472623;10.20860097;56.13673886;42;8000;Denmark;36;COWI;8000;21;;513;MAJOR_ROAD;201265;Denmark;907;AAR_BT_0433 3190 4375;229491;1920
Oddervej;Oddervej;4378;4372;55;Højbjerg;Højbjerg;56.09926842;10.20902039;56.10506953;43;8270;Denmark;206;COWI;8270;172;;524;MAJOR_ROAD;201561;Denmark;664;AAR_BT_0444 4378 4372;229513;1931
Møllebakken;Genvejen;4561;4549;167;Hasselager;Hasselager;56.10806431;10.1147005;56.11996007;64;8361;Denmark;60;COWI;8361;60;;528;MAJOR_ROAD;201669;Denmark;2953;AAR_BT_0448 4561 4549;229521;1935
Ringvej Syd;Christian X's Vej;4557;4550;64;Højbjerg;Højbjerg;56.1098643;10.1627288;56.11028821;44;8270;Denmark;0;COWI;8270;0;;544;MAJOR_ROAD;203636;Denmark;785;AAR_BT_0464 4557 4550;229553;1951
Ringvej Syd;Christian X's Vej;4557;4563;123;Højbjerg;Højbjerg;56.1098643;10.1627288;56.12004118;45;8270;Denmark;0;COWI;8270;169;;545;MAJOR_ROAD;203663;Denmark;1534;AAR_BT_0465 4557 4563;229555;1952
Christian X's Vej;Ringvej Syd;4563;4557;142;Højbjerg;Højbjerg;56.12004118;10.16744167;56.1098643;40;8270;Denmark;169;COWI;8270;169;;546;MAJOR_ROAD;203689;Denmark;1562;AAR_BT_0466 4563 4557;229557;1953
Holmstrupgårdvej;Viborgvej;4336;4335;132;Aarhus;Tilst;56.17840254;10.12084169;56.18263729;25;8381;Denmark;150;COWI;8210;389;;463;MAJOR_ROAD;195764;Denmark;934;AAR_BT_0383 4336 4335;229210;1870
Oddervej;Oddervej;4379;4372;97;Højbjerg;Højbjerg;56.114487;10.20785423;56.10506953;40;8270;Denmark;70-74;COWI;8270;172;;521;MAJOR_ROAD;201481;Denmark;1074;AAR_BT_0441 4379 4372;229507;1928
Oddervej;Oddervej;4372;4378;66;Højbjerg;Højbjerg;56.10506953;10.20692744;56.09926842;36;8270;Denmark;172;COWI;8270;206;;523;MAJOR_ROAD;201535;Denmark;665;AAR_BT_0443 4372 4378;229511;1930
Ringvej Syd;Skanderborgvej;4334;4559;69;Aarhus;Aarhus;56.11819883;10.14835369;56.11919616;31;8260;Denmark;100;COWI;8260;0;;536;MAJOR_ROAD;201881;Denmark;585;AAR_BT_0456 4334 4559;229537;1943
Skanderborgvej;Ringvej Syd;3986;4334;106;Aarhus;Aarhus;56.12582958;10.15770902;56.118145;41;8260;Denmark;222;COWI;8260;222;;538;MAJOR_ROAD;201934;Denmark;1216;AAR_BT_0458 3986 4334;229541;1945
Ringvej Syd;Christian X's Vej;4334;4550;97;Aarhus;Højbjerg;56.118145;10.14813107;56.11028821;42;8270;Denmark;0;COWI;8260;0;;539;MAJOR_ROAD;201961;Denmark;1139;AAR_BT_0459 4334 4550;229543;1946
Christian X's Vej;Ringvej Syd;4550;4334;104;Højbjerg;Aarhus;56.11025082;10.15371482;56.11819883;40;8260;Denmark;205;COWI;8270;100;;540;MAJOR_ROAD;203530;Denmark;1161;AAR_BT_0460 4550 4334;229545;1947
Christian X's Vej;Ringvej Syd;4550;4557;63;Højbjerg;Højbjerg;56.11025082;10.15371482;56.1098643;43;8270;Denmark;205;COWI;8270;205;;543;MAJOR_ROAD;203610;Denmark;758;AAR_BT_0463 4550 4557;229551;1950
Vejlby Ringvej;Hasle Ringvej;2660;2659;59;Aarhus;Aarhus;56.18333604;10.20070079;56.18146;33;8200;Denmark;20;COWI;8200;20;;213;MAJOR_ROAD;179202;Denmark;533;AAR_BT_0120 2660 2659;180157;1620
Anelystvej;Anelystvej;4329;4345;157;Tilst;Tilst;56.18277314;10.10156472;56.16716656;43;8381;Denmark;0;COWI;8381;35;;433;MAJOR_ROAD;194960;Denmark;1867;AAR_BT_0353 4329 4345;229150;1840
Strandvejen;Strandvejen;4376;4375;56;Aarhus;Aarhus;56.13236397;10.21172275;56.13673886;35;8000;Denmark;122;COWI;8000;21;;516;MAJOR_ROAD;201345;Denmark;547;AAR_BT_0436 4376 4375;229497;1923
Strandvejen;Oddervej;4376;4377;143;Aarhus;Højbjerg;56.13236397;10.21172275;56.11782897;43;8270;Denmark;122;COWI;8000;51;;517;MAJOR_ROAD;201373;Denmark;1701;AAR_BT_0437 4376 4377;229499;1924
Oddervej;Strandvejen;4377;4376;138;Højbjerg;Aarhus;56.11782897;10.20711302;56.13236397;45;8000;Denmark;51;COWI;8270;122;;518;MAJOR_ROAD;201399;Denmark;1707;AAR_BT_0438 4377 4376;229501;1925
Oddervej;Oddervej;4377;4379;40;Højbjerg;Højbjerg;56.11782897;10.20711302;56.114487;34;8270;Denmark;51;COWI;8270;70-74;;519;MAJOR_ROAD;201427;Denmark;381;AAR_BT_0439 4377 4379;229503;1926
Oddervej;Oddervej;4379;4377;37;Højbjerg;Højbjerg;56.114487;10.20785423;56.11782897;37;8270;Denmark;70-74;COWI;8270;51;;520;MAJOR_ROAD;201453;Denmark;381;AAR_BT_0440 4379 4377;229505;1927
Oddervej;Århusvej;4378;4370;697;Højbjerg;Odder;56.09926842;10.20902039;55.9880315;67;8300;Denmark;206;COWI;8270;86;;525;MAJOR_ROAD;201589;Denmark;13068;AAR_BT_0445 4378 4370;229515;1932
;Jyllands Alle;3979;4554;127;Aarhus;Aarhus;56.14183597;10.19290604;56.13458496;31;8000;Denmark;0;COWI;8000;0;;592;MAJOR_ROAD;209774;Denmark;1105;AAR_BT_0512 3979 4554;229649;1999
Sindalsvej;Viengevej;4358;4354;193;Risskov;Risskov;56.21023739;10.21333293;56.20913963;42;8240;Denmark;40;COWI;8240;0;;395;MAJOR_ROAD;192520;Denmark;2248;AAR_BT_0303 4358 4354;229074;1802
Vestre Strandalle;Grenåvej;4351;4582;76;Risskov;Risskov;56.19038745;10.22311078;56.18655112;29;8240;Denmark;70A;COWI;8240;125;;419;MAJOR_ROAD;193159;Denmark;611;AAR_BT_0339 4351 4582;229122;1826
Landevejen;Christian X's Vej;4558;4550;93;Tranbjerg;Højbjerg;56.10097261;10.14058;56.11025082;51;8270;Denmark;0;COWI;8310;205;;497;MAJOR_ROAD;198005;Denmark;1318;AAR_BT_0417 4558 4550;229459;1904
Jyllands Alle;Jyllands Alle;4548;4553;84;Højbjerg;Aarhus;56.12994;10.18732968;56.12437833;35;8260;Denmark;105;COWI;8270;158;;506;MAJOR_ROAD;198247;Denmark;809;AAR_BT_0426 4548 4553;229477;1913
Jyllands Alle;Jyllands Alle;4548;4554;44;Højbjerg;Aarhus;56.12994;10.18732968;56.13458496;46;8000;Denmark;105;COWI;8270;105;;507;MAJOR_ROAD;198275;Denmark;560;AAR_BT_0427 4548 4554;229479;1914
Rosenvangs Alle;Vestavej;4368;4568;124;Højbjerg;Højbjerg;56.1169222;10.20216432;56.12391431;39;8270;Denmark;233;COWI;8270;2;;512;MAJOR_ROAD;201237;Denmark;1333;AAR_BT_0432 4368 4568;229489;1919
Århusvej;Oddervej;4370;4378;716;Odder;Højbjerg;55.9880315;10.15480794;56.09926842;66;8270;Denmark;86;COWI;8300;206;;526;MAJOR_ROAD;201615;Denmark;13066;AAR_BT_0446 4370 4378;229517;1933
Ravnsbjergvej;Skanderborgvej;4552;3986;122;Aarhus;Aarhus;56.12430428;10.14166338;56.12574362;43;8260;Denmark;0;COWI;8260;223;;533;MAJOR_ROAD;201802;Denmark;1457;AAR_BT_0453 4552 3986;229531;1940
Edwin Rahrs Vej;Åby Ringvej;4331;2654;51;Aarhus;Aarhus;56.16257435;10.13915436;56.16019089;41;8230;Denmark;6B;COWI;8220;0;;457;MAJOR_ROAD;195605;Denmark;581;AAR_BT_0377 4331 2654;229198;1864
Åby Ringvej;Edwin Rahrs Vej;2654;4331;62;Aarhus;Aarhus;56.16018043;10.1435208;56.16270728;36;8220;Denmark;6B;COWI;8230;6B;;458;MAJOR_ROAD;195631;Denmark;618;AAR_BT_0378 2654 4331;229200;1865
Christian X's Vej;Landevejen;4550;4558;95;Højbjerg;Tranbjerg;56.11028821;10.1536424;56.10097261;50;8310;Denmark;0;COWI;8270;0;;498;MAJOR_ROAD;198031;Denmark;1318;AAR_BT_0418 4550 4558;229461;1905
Christian X's Vej;Christian X's Vej;4563;4566;148;Højbjerg;Aarhus;56.12004118;10.16744167;56.13241046;36;8260;Denmark;169;COWI;8270;35;;501;MAJOR_ROAD;198113;Denmark;1489;AAR_BT_0421 4563 4566;229467;1908
Skanderborgvej;Ravnsbjergvej;3986;4552;110;Aarhus;Aarhus;56.12582958;10.15770902;56.12430428;46;8260;Denmark;222;COWI;8260;222;;534;MAJOR_ROAD;201828;Denmark;1408;AAR_BT_0454 3986 4552;229533;1941
Skanderborgvej;Ringvej Syd;4559;4334;52;Aarhus;Aarhus;56.11906159;10.14303639;56.118145;37;8260;Denmark;0;COWI;8260;0;;535;MAJOR_ROAD;201855;Denmark;539;AAR_BT_0455 4559 4334;229535;1942
Strandvejen;Marselis Boulevard;3190;4367;46;Aarhus;Aarhus;56.14472623;10.20860097;56.14184292;35;8000;Denmark;36;COWI;8000;24B;;587;MAJOR_ROAD;206449;Denmark;441;AAR_BT_0507 3190 4367;229639;1994
Jernaldervej;Hasle Ringvej;4338;2656;101;Aarhus;Aarhus;56.1708868;10.14954792;56.17304495;35;8210;Denmark;7A;COWI;8210;36;;451;MAJOR_ROAD;195446;Denmark;978;AAR_BT_0371 4338 2656;229186;1858
Viborgvej;Anelystvej;4347;4329;52;Tilst;Tilst;56.18546282;10.09634485;56.18277314;43;8381;Denmark;0;COWI;8381;0;;460;MAJOR_ROAD;195684;Denmark;628;AAR_BT_0380 4347 4329;229204;1867
Viborgvej;Holmstrupgårdvej;4335;4336;66;Tilst;Aarhus;56.18263729;10.11353144;56.17840254;50;8210;Denmark;389;COWI;8381;150;;464;MAJOR_ROAD;195790;Denmark;911;AAR_BT_0384 4335 4336;229212;1871
Holmstrupgårdvej;Viborgvej;4336;4342;65;Aarhus;Aarhus;56.17840254;10.12084169;56.1794155;45;8210;Denmark;150;COWI;8210;295;;465;MAJOR_ROAD;195817;Denmark;812;AAR_BT_0385 4336 4342;229214;1872
Edwin Rahrs Vej;Anelystvej;4325;4345;116;Aarhus;Tilst;56.16459887;10.10998427;56.16718933;37;8381;Denmark;73-75;COWI;8220;35;;468;MAJOR_ROAD;195896;Denmark;1205;AAR_BT_0388 4325 4345;229220;1875
